"SAMPLE_ID","STATION_ID","DEPTH","DATE","CELL","NGVD29","COLLECT_METHOD","MATRIX","Position","ALKALINITY, TOT, CACO3","AMMONIA-N","CALCIUM","CARBON, DISSOLVED ORGANIC","CHLORIDE","CHLOROPHYLL-A(LC)","CHLOROPHYLL-B (LC)","DEPTH, TOTAL","DISSOLVED OXYGEN","HARDNESS AS CACO3","MAGNESIUM","NITRATE+NITRITE-N","NO BOTTLE SAMPLE","PH, FIELD","PHEOPHYTIN-A(LC)","PHOSPHATE, DISSOLVED AS P","PHOSPHATE, ORTHO AS P","PHOSPHATE, TOTAL AS P","POTASSIUM","SODIUM","SP CONDUCTIVITY, FIELD","SULFATE","TEMP","TOTAL NITROGEN","TOTAL SUSPENDED SOLIDS","TURBIDITY","VOLATILE SUSPENDED SOLIDS","Name","PHOSPHATE, PARTICULATE AS P","PHOSPHATE,DISSOLVED ORGANIC AS P","NA:CL","K:CL","CA:CL","SO4:CL","MG:CL","CA+MG","NA+K","CL+SO4","BICARBONATE","Ionic Strength","Cation Total meq","Anion Total meq","Cation/Anion"
"P114650-7","L8CELL3",10.3,2020-04-08,"L8CELL3",-39.512652,"G","SW","Bottom",NA,NA,NA,NA,NA,3.43,NA,10.8,0,NA,NA,NA,NA,7.9,0.444,0.063,0.054,0.085,NA,NA,1033,NA,21.3,NA,-3,2.1,-3,"L8CELL3",0.022,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23675,NA,NA,NA
"P114650-8","L8CELL4",0.5,2020-04-08,"L8CELL4",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,34.2,NA,10.2,8.98,NA,NA,NA,NA,8.7,1.43,0.009,0.002,0.046,NA,NA,1017,NA,25.4,NA,5,3.4,3,"L8CELL4",0.037,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.00075,NA,NA,NA
"P114650-9","L8CELL4",5.1,2020-04-08,"L8CELL4",-22.452284,"G","SW","Mid",NA,NA,NA,NA,NA,16.4,NA,10.2,0.33,NA,NA,NA,NA,8,0.928,0.017,0.008,0.047,NA,NA,1026,NA,22.3,NA,-3,2.8,-3,"L8CELL4",0.03,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1335,NA,NA,NA
"P114748-10","L8CELL4",6.9,2020-09-10,"L8CELL4",-36.517796,"G","SW","Bottom",NA,NA,NA,NA,NA,10.9,0.93,7.4,4.43,NA,NA,NA,NA,7.6,1.16,0.083,0.073,0.133,NA,NA,1514,NA,29,NA,8,7.8,3,"L8CELL4",0.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3315,NA,NA,NA
"P114748-11","L8CELL5",0.5,2020-09-10,"L8CELL5",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,41.1,2.8,7.5,5.51,NA,NA,NA,NA,7.9,1.15,0.012,0.004,0.088,NA,NA,1843,NA,30.1,NA,5,3.5,-4,"L8CELL5",0.076,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.18425,NA,NA,NA
"P114748-12","L8CELL5",3.7,2020-09-10,"L8CELL5",-26.019108,"G","SW","Mid",NA,NA,NA,NA,NA,27.9,1.41,7.5,4.49,NA,NA,NA,NA,7.9,1.27,0.008,0.002,0.067,NA,NA,1887,NA,29.8,NA,5,3.2,-3,"L8CELL5",0.059,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.83325,NA,NA,NA
"P114748-13","L8CELL5",7,2020-09-10,"L8CELL5",-36.84588,"G","SW","Bottom",NA,NA,NA,NA,NA,26.1,1.36,7.5,4.44,NA,NA,NA,NA,8,1.34,0.006,0.002,0.06,NA,NA,1899,NA,29.8,NA,5,3.4,-3,"L8CELL5",0.054,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.01025,NA,NA,NA
"P114748-14","L8CELL6",0.5,2020-09-10,"L8CELL6",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,14,1.27,6.9,5.32,NA,NA,NA,NA,7.6,1.29,0.131,0.12,0.186,NA,NA,1392,NA,28.6,NA,14,12.1,6,"L8CELL6",0.055,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.532,NA,NA,NA
"P114748-15","L8CELL6",3.4,2020-09-10,"L8CELL6",-25.034856,"G","SW","Mid",NA,NA,NA,NA,NA,11.4,1.32,6.9,5.24,NA,NA,NA,NA,7.5,1.62,0.136,0.128,0.196,NA,NA,1372,NA,28.4,NA,23,14.9,9,"L8CELL6",0.06,0.00800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.237,NA,NA,NA
"P114748-16","L8CELL6",6.4,2020-09-10,"L8CELL6",-34.877376,"G","SW","Bottom",NA,NA,NA,NA,NA,13,1.6,6.9,5.13,NA,NA,NA,NA,7.5,1.77,0.136,0.116,0.204,NA,NA,1375,NA,28.4,NA,24,17.3,8,"L8CELL6",0.068,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.28125,NA,NA,NA
"P114748-17","L8CELL7",0.5,2020-09-10,"L8CELL7",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,11.5,1.31,7.1,4.66,NA,NA,NA,NA,7.6,0.844,0.098,0.082,0.142,NA,NA,1496,NA,29.4,NA,5,6.6,-3,"L8CELL7",0.044,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.066,NA,NA,NA
"P114748-18","L8CELL7",3.5,2020-09-10,"L8CELL7",-25.36294,"G","SW","Mid",NA,NA,NA,NA,NA,10.1,0.83,7.1,4.4,NA,NA,NA,NA,7.6,0.994,0.092,0.076,0.137,NA,NA,1513,NA,29,NA,6,7.4,-3,"L8CELL7",0.045,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.31675,NA,NA,NA
"P114748-19","L8CELL7",6.6,2020-09-10,"L8CELL7",-35.533544,"G","SW","Bottom",NA,NA,NA,NA,NA,10.3,1.06,7.1,5.02,NA,NA,NA,NA,7.5,1.55,0.122,0.106,0.187,NA,NA,1396,NA,28.5,NA,17,13.6,7,"L8CELL7",0.065,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.591,NA,NA,NA
"P114748-2","L8CELL12",0.5,2020-09-10,"L8CELL12",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,48.2,2.59,7.9,6.34,NA,NA,NA,NA,8.2,0.797,0.004,0.002,0.039,NA,NA,1573,NA,30,NA,6,3.1,5,"L8CELL12",0.035,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.20175,NA,NA,NA
"P114748-21","L8FEBIN",0.5,2020-09-10,"L8FEBIN",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,13.8,1.59,2.9,1.97,NA,NA,NA,NA,7.3,2.99,0.161,0.143,0.286,NA,NA,1159,NA,27.8,NA,55,35.9,18,"L8FEBIN",0.125,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.09525,NA,NA,NA
"P114748-22","L8FEBOUT",0.5,2020-09-10,"L8FEBOUT",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,42.2,1.99,8.6,4.38,NA,NA,NA,NA,8.1,0.931,0.004,0.004,0.038,NA,NA,1464,NA,29.8,NA,5,2.9,4,"L8FEBOUT",0.034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.594,NA,NA,NA
"P114748-3","L8CELL12",3.95,2020-09-10,"L8CELL12",-26.839318,"G","SW","Mid",NA,NA,NA,NA,NA,35.7,1.32,7.4,3.49,NA,NA,NA,NA,8,0.888,0.005,0.002,0.036,NA,NA,1606,NA,29.6,NA,4,2.9,4,"L8CELL12",0.031,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6885,NA,NA,NA
"P114748-4","L8CELL12",7.4,2020-09-10,"L8CELL12",-38.158216,"G","SW","Bottom",NA,NA,NA,NA,NA,30.3,1.18,7.9,1.36,NA,NA,NA,NA,7.8,2.21,0.005,0.002,0.066,NA,NA,1812,NA,29.7,NA,7,4.6,5,"L8CELL12",0.061,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.727,NA,NA,NA
"P114748-5","L8CELL3",0.5,2020-09-10,"L8CELL3",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,41.9,1.82,8.1,4.71,NA,NA,NA,NA,8.1,0.851,0.004,0.002,0.037,NA,NA,1466,NA,29.9,NA,5,2.9,4,"L8CELL3",0.033,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6235,NA,NA,NA
"P114748-6","L8CELL3",4.05,2020-09-10,"L8CELL3",-27.167402,"G","SW","Mid",NA,NA,NA,NA,NA,33.2,1.05,8.1,2,NA,NA,NA,NA,7.9,0.845,0.005,0.002,0.034,NA,NA,1489,NA,29.7,NA,4,2.8,3,"L8CELL3",0.029,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.96275,NA,NA,NA
"P114748-7","L8CELL3",7.6,2020-09-10,"L8CELL3",-38.814384,"G","SW","Bottom",NA,NA,NA,NA,NA,27.9,0.912,8.1,0.08,NA,NA,NA,NA,7.7,0.976,0.004,0.002,0.039,NA,NA,1608,NA,29.7,NA,5,5,3,"L8CELL3",0.035,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.718,NA,NA,NA
"P114748-8","L8CELL4",0.5,2020-09-10,"L8CELL4",-15.52042,"G","SW","Top",NA,NA,NA,NA,NA,21.6,1.69,7.4,4.67,NA,NA,NA,NA,7.8,0.921,0.057,0.047,0.114,NA,NA,1681,NA,29.8,NA,6,5.1,-3,"L8CELL4",0.057,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.79475,NA,NA,NA
"P114748-9","L8CELL4",3.7,2020-09-10,"L8CELL4",-26.019108,"G","SW","Mid",NA,NA,NA,NA,NA,13.7,0.93,7.4,4.67,NA,NA,NA,NA,7.7,1.03,0.066,0.056,0.117,NA,NA,1622,NA,29.3,NA,7,5.9,-3,"L8CELL4",0.051,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9245,NA,NA,NA
"P115661-10","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-11","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-12","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-13","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-14","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-15","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-16","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-17","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-18","L8CELL3",10,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-2","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-3","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-4","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-44","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-45","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-46","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-47","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-48","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-49","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-5","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-50","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-51","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-52","L8CELL6",0.5,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-53","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-54","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-55","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-56","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-57","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-58","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-59","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-6","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-60","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-61","L8CELL6",10,2020-08-25,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-7","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-8","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115661-9","L8CELL3",0.5,2020-08-25,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-10","L8CELL3",0.5,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-11","L8CELL3",0.5,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-12","L8CELL3",0.5,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-13","L8CELL3",0.5,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-14","L8CELL3",0.5,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-2","L8CELL3",0.5,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-23","L8CELL3",10,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-24","L8CELL3",10,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-25","L8CELL3",10,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-26","L8CELL3",10,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-27","L8CELL3",10,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-28","L8CELL3",10,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-29","L8CELL3",10,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P115662-3","L8CELL3",0.5,2020-09-22,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
